,File,Covariance_l,Correlation_l,Var(x)_l,Var(y)_l,Angle1_l,Angle2_l,Covariance_c,Correlation_c,Var(x)_c,Var(y)_c,Angle1_c,Angle2_c,Covariance_sx,Correlation_sx,Var(x)_sx,Var(y)_sx,Angle1_sx,Angle2_sx,Covariance_sy,Correlation_sy,Var(x)_sy,Var(y)_sy,Angle1_sy,Angle2_sy,BIRD
0,100_0.JPG,20.10077217021668,0.0048534977715498275,4048.6893596843306,4224.828253747829,83.58011018764829,-6.419889812351723,,,,,90.0,0.0,10.163191457578266,0.0024549636664968418,4171.049257443756,4108.540379943448,9.006278529914377,-80.99372147008563,-6.068199732333134,-0.0014818709339127027,4074.833974150631,4114.828432162676,-81.56007849661361,8.439921503386397,0
1,100_1.JPG,-1141.6681440802556,-0.42973004116793556,3473.9222016977046,2020.8611001300953,-28.7292911354202,61.27070886457979,-1140.3847740790059,-0.490269784327405,3136.604300346985,1720.3447369774165,-29.06363894140889,60.93636105859111,-184.34767833961982,-0.04480645683662632,3983.0286099268037,4249.555353612976,-62.93200636082632,27.067993639173693,-5.923776585857168,-0.0014159048962131353,4207.293718363564,4159.928254209813,-7.021329186899407,82.97867081310059,1
2,10_0.JPG,,,,,90.0,0.0,,,,,90.0,0.0,-39.88248814459742,-0.009457662940895107,4263.861935819842,4170.164085861942,-20.20321477467994,69.79678522532006,-65.10612763999478,-0.015316119292257466,4225.255234849453,4276.129892671108,-55.670907189667005,34.329092810332995,0
3,10_1.JPG,-147.87414089347084,-0.33171966677967224,199.63885641407165,974.9805505367203,-79.65898558661323,10.341014413386775,15.326973511670614,0.1399222317518244,107.58031997918833,109.74213059313215,47.03334141952335,-42.96665858047665,8.961571956175112,0.0021289631355669875,4175.925681463174,4242.6343872291945,82.48089198004762,-7.519108019952393,-45.983258265929024,-0.011131438132157324,3953.8497601527515,4315.553600251151,-82.86747220462125,7.132527795378754,1
4,11_0.JPG,-822.8608036080362,-0.20964718715463834,3609.696354897128,4236.360861099386,-55.45828663151282,34.54171336848718,-1978.6218067382447,-0.9962549423299166,2428.2587655222787,1580.7817750182614,-38.87579884158859,51.12420115841141,53.013260970849416,0.01282993006932251,4140.591090418025,4123.074647776466,40.30930756110774,-49.69069243889226,49.45464418440362,0.012112986582817457,4081.7707336114995,4083.4446756225766,45.48481127346248,-44.51518872653752,0
5,11_1.JPG,-72.7411067193676,-0.5964358002653622,168.60491493383742,80.71455576559546,-28.861914291859247,61.138085708140764,0.04536290322580645,0.0068562715385415505,4.4833984375,9.1630859375,89.46201857536626,-0.5379814246337511,-101.07715480343836,-0.024390521550527348,4173.592707247142,4114.409030378889,-36.8405000850514,53.1594999149486,254.0770454375712,0.06033744353607079,4255.806956348247,4166.0921628012175,39.99353231634323,-50.00646768365677,1
6,12_0.JPG,-1567.428571428571,-0.39851688047797046,3686.5306122448974,3082.9795918367345,-38.67024689558312,51.32975310441688,,,,,90.0,0.0,-24.823845855996602,-0.0060522222060397255,4125.7743355955145,4077.2015554271247,-22.812834242904152,67.18716575709585,-13.98692507031266,-0.003358966938993663,4131.583589449167,4196.378621858984,-78.3248895589362,11.675110441063792,0
7,12_1.JPG,1018.7747353802026,0.21473515133910093,5151.455305856653,4364.407864218222,34.43444903524001,-55.56555096476,1185.0760182540491,0.2759705617868696,4141.282831958689,4448.298103216727,48.69216857543725,-41.30783142456275,-188.92574555798024,-0.044947517714415484,4232.599445095097,4173.777085841755,-40.575554813950724,49.424445186049276,75.13497220717954,0.01746875507642165,4333.452443021082,4268.601722350151,33.32792807258213,-56.67207192741787,1
8,13_0.JPG,776.424883877601,0.18759150808806424,5973.277893510345,2843.8232469458376,13.147442289972062,-76.85255771002794,1822.5441495841947,0.6216240557255004,6296.3352939622155,1358.981635618972,18.187131320918446,-71.81286867908156,-42.748006751913884,-0.01033434034575767,4186.521745258375,4086.7375386452645,-20.294545461544626,69.70545453845538,-27.299074616349685,-0.006587254647339509,4098.243517546014,4190.377201742561,-74.67509328458556,15.324906715414446,0
9,13_1.JPG,-272.1104617182932,-0.15712459028587591,1660.217753519104,1745.77822464809,-49.54310098677182,40.45689901322819,141.08534850640117,0.9768267612393611,357.0277008310249,55.39404432132964,21.164522670052044,-68.83547732994796,-49.8478496269068,-0.011726434057486359,4260.975605466626,4240.419960664281,-39.174616451613936,50.825383548386064,29.450864230899747,0.007197785200352716,3972.86251667916,4213.565035419214,83.12509662275853,-6.874903377241463,1
